clinic_location,appointment_date,hour_of_day,scheduled_appointments,attended_appointments,completed_appointments,avg_wait_time_minutes,walked_out_appointments,providers_scheduled,appointments_per_provider
Lakeside,2026-02-03,16,4,2,1,0.0,1,3,0.67
Lakeside,2026-02-04,8,1,1,1,0.0,0,2,0.5
Lakeside,2026-02-04,9,2,1,1,0.0,0,3,0.33
Lakeside,2026-02-04,10,9,9,9,0.56,0,3,3.0
Lakeside,2026-02-04,11,6,5,5,0.8,0,3,1.67
Lakeside,2026-02-04,12,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-04,13,3,3,3,0.0,0,3,1.0
Lakeside,2026-02-04,14,7,7,6,0.0,1,3,2.33
Lakeside,2026-02-04,15,7,7,7,0.0,0,3,2.33
Lakeside,2026-02-04,16,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-05,8,1,1,0,,1,2,0.5
Lakeside,2026-02-05,9,3,2,1,0.0,1,3,0.67
Lakeside,2026-02-05,10,11,10,10,0.7,0,3,3.33
Lakeside,2026-02-05,11,5,4,4,0.0,0,3,1.33
Lakeside,2026-02-05,12,4,3,3,0.0,0,3,1.0
Lakeside,2026-02-05,14,10,8,7,2.14,1,3,2.67
Lakeside,2026-02-05,15,5,5,5,0.0,0,3,1.67
Lakeside,2026-02-05,16,3,3,3,0.0,0,3,1.0
Lakeside,2026-02-06,8,1,1,1,0.0,0,2,0.5
Lakeside,2026-02-06,9,1,1,1,0.0,0,3,0.33
Lakeside,2026-02-06,10,3,3,3,0.0,0,3,1.0
Lakeside,2026-02-06,11,3,3,3,0.0,0,3,1.0
Lakeside,2026-02-06,12,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-06,13,1,1,1,0.0,0,3,0.33
Lakeside,2026-02-06,14,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-06,15,3,3,3,0.0,0,3,1.0
Lakeside,2026-02-06,16,8,8,8,2.62,0,3,2.67
Lakeside,2026-02-07,8,2,2,2,0.0,0,2,1.0
Lakeside,2026-02-07,9,8,8,8,1.0,0,3,2.67
Lakeside,2026-02-07,10,8,8,8,0.88,0,3,2.67
Lakeside,2026-02-07,11,3,3,3,0.0,0,3,1.0
Lakeside,2026-02-07,12,5,2,2,0.0,0,3,0.67
Lakeside,2026-02-09,7,1,1,1,8.0,0,0,
Lakeside,2026-02-09,8,2,2,2,0.0,0,2,1.0
Lakeside,2026-02-09,9,9,8,8,1.38,0,3,2.67
Lakeside,2026-02-09,10,8,7,7,5.43,0,3,2.33
Lakeside,2026-02-09,11,11,9,8,0.5,1,3,3.0
Lakeside,2026-02-09,13,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-09,14,3,3,3,0.0,0,3,1.0
Lakeside,2026-02-09,15,7,7,7,0.71,0,3,2.33
Lakeside,2026-02-09,16,5,4,4,0.0,0,3,1.33
Lakeside,2026-02-10,8,2,2,1,0.0,1,2,1.0
Lakeside,2026-02-10,9,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-10,10,5,4,4,0.0,0,3,1.33
Lakeside,2026-02-10,11,6,5,5,0.0,0,3,1.67
Lakeside,2026-02-10,12,1,1,1,0.0,0,3,0.33
Lakeside,2026-02-10,13,1,1,1,0.0,0,3,0.33
Lakeside,2026-02-10,14,5,5,5,0.0,0,3,1.67
Lakeside,2026-02-10,15,3,3,3,0.0,0,3,1.0
Lakeside,2026-02-10,16,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-11,7,2,2,2,7.0,0,0,
Lakeside,2026-02-11,8,3,2,2,0.0,0,2,1.0
Lakeside,2026-02-11,9,4,4,4,0.0,0,3,1.33
Lakeside,2026-02-11,10,3,3,2,0.0,1,3,1.0
Lakeside,2026-02-11,11,4,3,3,0.0,0,3,1.0
Lakeside,2026-02-11,12,4,4,4,0.0,0,3,1.33
Lakeside,2026-02-11,13,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-11,14,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-11,15,3,3,3,0.0,0,3,1.0
Lakeside,2026-02-11,16,4,3,3,0.0,0,3,1.0
Lakeside,2026-02-12,7,1,1,1,2.0,0,0,
Lakeside,2026-02-12,8,2,1,1,0.0,0,2,0.5
Lakeside,2026-02-12,9,1,1,1,0.0,0,3,0.33
Lakeside,2026-02-12,10,7,7,7,0.71,0,3,2.33
Lakeside,2026-02-12,11,1,1,1,0.0,0,3,0.33
Lakeside,2026-02-12,12,5,5,5,0.0,0,3,1.67
Lakeside,2026-02-12,13,1,1,1,0.0,0,3,0.33
Lakeside,2026-02-12,14,3,3,3,0.0,0,3,1.0
Lakeside,2026-02-12,15,5,4,4,0.25,0,3,1.33
Lakeside,2026-02-12,16,4,3,3,0.0,0,3,1.0
Lakeside,2026-02-13,8,1,1,1,0.0,0,2,0.5
Lakeside,2026-02-13,9,6,5,5,0.0,0,3,1.67
Lakeside,2026-02-13,10,9,7,7,0.29,0,3,2.33
Lakeside,2026-02-13,11,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-13,12,2,1,1,0.0,0,3,0.33
Lakeside,2026-02-13,13,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-13,14,6,6,6,0.0,0,3,2.0
Lakeside,2026-02-13,15,7,5,5,0.0,0,3,1.67
Lakeside,2026-02-13,16,7,5,5,0.0,0,3,1.67
Lakeside,2026-02-14,8,6,6,6,4.17,0,2,3.0
Lakeside,2026-02-14,9,5,5,5,1.4,0,3,1.67
Lakeside,2026-02-14,10,6,6,6,5.0,0,3,2.0
Lakeside,2026-02-14,11,6,6,6,0.0,0,3,2.0
Lakeside,2026-02-14,12,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-16,8,2,1,1,0.0,0,2,0.5
Lakeside,2026-02-16,9,3,2,2,0.0,0,3,0.67
Lakeside,2026-02-16,10,6,6,6,0.0,0,3,2.0
Lakeside,2026-02-16,11,3,3,3,0.0,0,3,1.0
Lakeside,2026-02-16,12,1,1,1,0.0,0,3,0.33
Lakeside,2026-02-16,13,4,3,3,0.0,0,3,1.0
Lakeside,2026-02-16,14,4,4,4,0.5,0,3,1.33
Lakeside,2026-02-16,15,5,5,5,2.4,0,3,1.67
Lakeside,2026-02-16,16,1,0,0,,0,3,0.0
Lakeside,2026-02-17,8,3,3,3,0.0,0,2,1.5
Lakeside,2026-02-17,9,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-17,10,12,10,10,2.6,0,3,3.33
Lakeside,2026-02-17,11,7,6,6,3.83,0,3,2.0
Lakeside,2026-02-17,13,1,1,1,0.0,0,3,0.33
Lakeside,2026-02-17,14,5,4,4,0.0,0,3,1.33
Lakeside,2026-02-17,15,5,4,4,0.0,0,3,1.33
Lakeside,2026-02-17,16,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-18,7,2,2,2,15.0,0,0,
Lakeside,2026-02-18,8,3,3,3,1.0,0,2,1.5
Lakeside,2026-02-18,9,4,4,4,0.0,0,3,1.33
Lakeside,2026-02-18,10,7,7,7,2.29,0,3,2.33
Lakeside,2026-02-18,11,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-18,12,3,3,3,0.0,0,3,1.0
Lakeside,2026-02-18,13,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-18,14,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-18,15,4,4,4,1.0,0,3,1.33
Lakeside,2026-02-18,16,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-19,8,2,2,2,0.0,0,2,1.0
Lakeside,2026-02-19,9,5,5,5,0.0,0,3,1.67
Lakeside,2026-02-19,10,3,3,3,0.0,0,3,1.0
Lakeside,2026-02-19,11,6,6,6,1.5,0,3,2.0
Lakeside,2026-02-19,12,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-19,13,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-19,14,4,4,4,0.0,0,3,1.33
Lakeside,2026-02-19,15,8,8,8,0.75,0,3,2.67
Lakeside,2026-02-19,16,4,4,4,0.0,0,3,1.33
Lakeside,2026-02-20,8,3,2,2,0.0,0,2,1.0
Lakeside,2026-02-20,9,6,6,6,0.0,0,3,2.0
Lakeside,2026-02-20,10,4,3,3,0.0,0,3,1.0
Lakeside,2026-02-20,11,6,6,6,0.0,0,3,2.0
Lakeside,2026-02-20,12,1,1,1,0.0,0,3,0.33
Lakeside,2026-02-20,13,4,4,4,0.0,0,3,1.33
Lakeside,2026-02-20,14,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-20,15,4,4,4,0.0,0,3,1.33
Lakeside,2026-02-20,16,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-21,7,2,2,2,10.0,0,0,
Lakeside,2026-02-21,8,1,1,1,13.0,0,2,0.5
Lakeside,2026-02-21,9,6,6,6,0.17,0,3,2.0
Lakeside,2026-02-21,10,7,5,4,0.25,1,3,1.67
Lakeside,2026-02-21,11,6,5,4,0.25,1,3,1.67
Lakeside,2026-02-23,7,1,1,1,2.0,0,0,
Lakeside,2026-02-23,8,3,3,3,0.0,0,2,1.5
Lakeside,2026-02-23,9,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-23,10,6,5,5,0.0,0,3,1.67
Lakeside,2026-02-23,11,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-23,13,6,6,6,0.0,0,3,2.0
Lakeside,2026-02-23,14,6,6,6,0.17,0,3,2.0
Lakeside,2026-02-23,15,8,7,7,1.29,0,3,2.33
Lakeside,2026-02-23,16,2,0,0,,0,3,0.0
Lakeside,2026-02-24,8,2,2,2,0.0,0,2,1.0
Lakeside,2026-02-24,9,6,6,6,0.0,0,3,2.0
Lakeside,2026-02-24,10,6,5,5,1.2,0,3,1.67
Lakeside,2026-02-24,11,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-24,13,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-24,14,2,1,1,0.0,0,3,0.33
Lakeside,2026-02-24,15,3,2,2,0.0,0,3,0.67
Lakeside,2026-02-24,16,1,1,1,0.0,0,3,0.33
Lakeside,2026-02-25,8,4,4,4,3.25,0,2,2.0
Lakeside,2026-02-25,9,3,3,3,0.0,0,3,1.0
Lakeside,2026-02-25,10,5,3,3,0.0,0,3,1.0
Lakeside,2026-02-25,11,3,2,2,0.0,0,3,0.67
Lakeside,2026-02-25,13,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-25,14,3,3,3,0.0,0,3,1.0
Lakeside,2026-02-25,15,7,4,4,0.0,0,3,1.33
Lakeside,2026-02-25,16,1,1,1,0.0,0,3,0.33
Lakeside,2026-02-26,7,1,1,1,10.0,0,0,
Lakeside,2026-02-26,8,2,2,2,0.0,0,2,1.0
Lakeside,2026-02-26,9,9,9,9,1.89,0,3,3.0
Lakeside,2026-02-26,10,5,5,5,0.2,0,3,1.67
Lakeside,2026-02-26,11,5,5,4,2.5,1,3,1.67
Lakeside,2026-02-26,12,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-26,13,1,1,1,0.0,0,3,0.33
Lakeside,2026-02-26,14,3,3,2,0.0,1,3,1.0
Lakeside,2026-02-26,15,5,5,4,0.0,1,3,1.67
Lakeside,2026-02-26,16,2,1,1,0.0,0,3,0.33
Lakeside,2026-02-27,8,3,3,3,0.0,0,2,1.5
Lakeside,2026-02-27,9,2,2,2,0.0,0,3,0.67
Lakeside,2026-02-27,10,6,4,4,0.0,0,3,1.33
Lakeside,2026-02-27,11,6,6,6,1.33,0,3,2.0
Lakeside,2026-02-27,12,4,4,4,0.5,0,3,1.33
Lakeside,2026-02-27,13,3,2,2,0.0,0,3,0.67
Lakeside,2026-02-27,14,1,1,1,0.0,0,3,0.33
Lakeside,2026-02-27,15,6,4,4,0.0,0,3,1.33
Lakeside,2026-02-27,16,2,2,1,0.0,1,3,0.67
Lakeside,2026-02-28,7,2,2,2,5.5,0,0,
Lakeside,2026-02-28,8,1,1,1,0.0,0,2,0.5
Lakeside,2026-02-28,9,3,3,3,0.0,0,3,1.0
Lakeside,2026-02-28,10,7,7,7,0.0,0,3,2.33
Lakeside,2026-02-28,11,5,4,3,0.0,1,3,1.33
Lakeside,2026-02-28,12,5,5,5,0.0,0,3,1.67
Lakeside,2026-03-02,9,9,8,7,0.86,1,3,2.67
Lakeside,2026-03-02,10,8,8,7,2.43,1,3,2.67
Lakeside,2026-03-02,11,1,1,1,0.0,0,3,0.33
Lakeside,2026-03-02,12,1,1,1,0.0,0,3,0.33
Lakeside,2026-03-02,13,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-02,14,6,5,4,0.0,1,3,1.67
Lakeside,2026-03-02,15,7,7,7,0.86,0,3,2.33
Lakeside,2026-03-02,16,4,2,2,0.0,0,3,0.67
Lakeside,2026-03-03,7,1,1,1,7.0,0,0,
Lakeside,2026-03-03,8,3,3,3,0.0,0,2,1.5
Lakeside,2026-03-03,9,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-03,10,5,4,4,0.0,0,3,1.33
Lakeside,2026-03-03,11,5,5,5,0.0,0,3,1.67
Lakeside,2026-03-03,12,1,1,1,0.0,0,3,0.33
Lakeside,2026-03-03,14,5,4,4,0.0,0,3,1.33
Lakeside,2026-03-03,15,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-03,16,5,5,4,0.0,1,3,1.67
Lakeside,2026-03-04,7,1,1,1,9.0,0,0,
Lakeside,2026-03-04,8,3,3,2,0.0,1,2,1.5
Lakeside,2026-03-04,9,6,6,6,0.0,0,3,2.0
Lakeside,2026-03-04,10,1,1,1,0.0,0,3,0.33
Lakeside,2026-03-04,11,1,1,1,0.0,0,3,0.33
Lakeside,2026-03-04,12,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-04,13,4,4,4,0.0,0,3,1.33
Lakeside,2026-03-04,14,5,5,5,0.2,0,3,1.67
Lakeside,2026-03-04,15,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-04,16,4,3,3,0.0,0,3,1.0
Lakeside,2026-03-05,8,1,1,0,,1,2,0.5
Lakeside,2026-03-05,9,1,1,1,0.0,0,3,0.33
Lakeside,2026-03-05,10,6,6,6,0.0,0,3,2.0
Lakeside,2026-03-05,11,4,4,4,0.0,0,3,1.33
Lakeside,2026-03-05,12,2,2,2,0.0,0,3,0.67
Lakeside,2026-03-05,13,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-05,14,2,2,1,0.0,1,3,0.67
Lakeside,2026-03-05,15,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-05,16,7,6,6,0.67,0,3,2.0
Lakeside,2026-03-06,8,3,3,3,2.33,0,2,1.5
Lakeside,2026-03-06,9,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-06,10,6,6,6,0.0,0,3,2.0
Lakeside,2026-03-06,11,5,5,5,0.0,0,3,1.67
Lakeside,2026-03-06,12,1,1,1,0.0,0,3,0.33
Lakeside,2026-03-06,13,4,4,4,0.0,0,3,1.33
Lakeside,2026-03-06,14,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-06,15,4,4,4,1.5,0,3,1.33
Lakeside,2026-03-06,16,1,1,1,0.0,0,3,0.33
Lakeside,2026-03-07,7,1,1,1,6.0,0,0,
Lakeside,2026-03-07,8,4,4,4,3.5,0,2,2.0
Lakeside,2026-03-07,9,9,8,8,2.12,0,3,2.67
Lakeside,2026-03-07,10,13,10,10,0.9,0,3,3.33
Lakeside,2026-03-07,11,7,6,5,0.0,1,3,2.0
Lakeside,2026-03-07,12,3,2,2,0.0,0,3,0.67
Lakeside,2026-03-09,8,3,2,2,0.0,0,2,1.0
Lakeside,2026-03-09,9,4,4,4,0.0,0,3,1.33
Lakeside,2026-03-09,10,11,8,8,10.5,0,3,2.67
Lakeside,2026-03-09,11,4,4,4,1.5,0,3,1.33
Lakeside,2026-03-09,12,2,1,1,0.0,0,3,0.33
Lakeside,2026-03-09,13,2,2,2,0.0,0,3,0.67
Lakeside,2026-03-09,14,2,2,2,0.0,0,3,0.67
Lakeside,2026-03-09,15,5,5,5,0.0,0,3,1.67
Lakeside,2026-03-09,16,3,2,2,0.0,0,3,0.67
Lakeside,2026-03-10,8,1,0,0,,0,2,0.0
Lakeside,2026-03-10,9,5,5,5,0.8,0,3,1.67
Lakeside,2026-03-10,10,9,8,8,0.38,0,3,2.67
Lakeside,2026-03-10,11,6,6,6,0.83,0,3,2.0
Lakeside,2026-03-10,12,1,1,1,0.0,0,3,0.33
Lakeside,2026-03-10,13,3,1,1,0.0,0,3,0.33
Lakeside,2026-03-10,15,4,3,3,0.0,0,3,1.0
Lakeside,2026-03-10,16,3,2,2,0.0,0,3,0.67
Lakeside,2026-03-11,8,4,4,4,0.75,0,2,2.0
Lakeside,2026-03-11,9,1,1,1,0.0,0,3,0.33
Lakeside,2026-03-11,10,10,8,8,6.88,0,3,2.67
Lakeside,2026-03-11,11,5,5,5,0.0,0,3,1.67
Lakeside,2026-03-11,12,2,1,1,2.0,0,3,0.33
Lakeside,2026-03-11,14,5,5,5,0.0,0,3,1.67
Lakeside,2026-03-11,15,7,6,6,1.33,0,3,2.0
Lakeside,2026-03-11,16,4,4,4,0.0,0,3,1.33
Lakeside,2026-03-12,8,1,1,1,0.0,0,2,0.5
Lakeside,2026-03-12,9,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-12,10,4,4,4,0.0,0,3,1.33
Lakeside,2026-03-12,11,6,5,5,0.2,0,3,1.67
Lakeside,2026-03-12,12,1,1,1,0.0,0,3,0.33
Lakeside,2026-03-12,13,3,3,2,0.0,1,3,1.0
Lakeside,2026-03-12,14,2,2,2,0.0,0,3,0.67
Lakeside,2026-03-12,15,7,7,7,0.0,0,3,2.33
Lakeside,2026-03-12,16,4,4,4,1.5,0,3,1.33
Lakeside,2026-03-13,8,3,2,2,0.0,0,2,1.0
Lakeside,2026-03-13,9,4,4,4,0.0,0,3,1.33
Lakeside,2026-03-13,10,2,1,1,0.0,0,3,0.33
Lakeside,2026-03-13,11,5,5,5,0.0,0,3,1.67
Lakeside,2026-03-13,12,5,5,5,0.0,0,3,1.67
Lakeside,2026-03-13,13,1,1,1,0.0,0,3,0.33
Lakeside,2026-03-13,14,4,4,4,0.0,0,3,1.33
Lakeside,2026-03-13,15,4,4,4,0.0,0,3,1.33
Lakeside,2026-03-13,16,1,1,1,0.0,0,3,0.33
Lakeside,2026-03-14,8,6,6,6,0.17,0,2,3.0
Lakeside,2026-03-14,9,6,6,6,0.0,0,3,2.0
Lakeside,2026-03-14,10,7,6,5,1.4,1,3,2.0
Lakeside,2026-03-14,11,6,3,2,0.0,1,3,1.0
Lakeside,2026-03-14,12,5,2,2,0.0,0,3,0.67
Lakeside,2026-03-16,9,4,4,4,0.0,0,3,1.33
Lakeside,2026-03-16,10,4,3,3,0.0,0,3,1.0
Lakeside,2026-03-16,11,4,3,3,0.0,0,3,1.0
Lakeside,2026-03-16,12,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-16,13,5,4,4,0.0,0,3,1.33
Lakeside,2026-03-16,14,2,2,2,0.0,0,3,0.67
Lakeside,2026-03-16,15,7,6,6,0.33,0,3,2.0
Lakeside,2026-03-16,16,7,6,6,1.5,0,3,2.0
Lakeside,2026-03-16,17,1,1,1,0.0,0,0,
Lakeside,2026-03-17,8,3,2,2,0.0,0,2,1.0
Lakeside,2026-03-17,9,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-17,10,8,8,8,0.75,0,3,2.67
Lakeside,2026-03-17,11,2,2,2,0.0,0,3,0.67
Lakeside,2026-03-17,12,5,5,4,0.0,1,3,1.67
Lakeside,2026-03-17,13,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-17,14,12,10,10,0.9,0,3,3.33
Lakeside,2026-03-17,15,9,7,7,3.57,0,3,2.33
Lakeside,2026-03-17,16,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-18,7,2,2,2,9.0,0,0,
Lakeside,2026-03-18,8,1,1,1,2.0,0,2,0.5
Lakeside,2026-03-18,9,4,4,4,0.0,0,3,1.33
Lakeside,2026-03-18,10,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-18,11,5,5,4,0.0,1,3,1.67
Lakeside,2026-03-18,12,4,4,4,0.0,0,3,1.33
Lakeside,2026-03-18,13,4,3,3,0.0,0,3,1.0
Lakeside,2026-03-18,14,1,1,1,0.0,0,3,0.33
Lakeside,2026-03-18,15,7,6,6,0.33,0,3,2.0
Lakeside,2026-03-18,16,4,4,4,0.0,0,3,1.33
Lakeside,2026-03-19,9,6,6,6,0.0,0,3,2.0
Lakeside,2026-03-19,10,8,8,8,1.12,0,3,2.67
Lakeside,2026-03-19,11,2,1,1,0.0,0,3,0.33
Lakeside,2026-03-19,13,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-19,14,5,5,4,0.0,1,3,1.67
Lakeside,2026-03-19,15,4,4,4,0.0,0,3,1.33
Lakeside,2026-03-19,16,4,4,4,0.0,0,3,1.33
Lakeside,2026-03-20,7,3,3,3,11.67,0,0,
Lakeside,2026-03-20,8,2,2,2,3.5,0,2,1.0
Lakeside,2026-03-20,9,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-20,10,5,5,5,1.2,0,3,1.67
Lakeside,2026-03-20,11,2,2,2,0.0,0,3,0.67
Lakeside,2026-03-20,12,4,4,4,0.0,0,3,1.33
Lakeside,2026-03-20,13,6,5,5,0.0,0,3,1.67
Lakeside,2026-03-20,14,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-20,15,2,2,2,0.0,0,3,0.67
Lakeside,2026-03-20,16,1,1,1,0.0,0,3,0.33
Lakeside,2026-03-21,8,2,2,2,0.0,0,2,1.0
Lakeside,2026-03-21,9,4,4,4,0.0,0,3,1.33
Lakeside,2026-03-21,10,5,5,5,0.0,0,3,1.67
Lakeside,2026-03-21,11,9,8,7,11.57,1,3,2.67
Lakeside,2026-03-23,8,6,5,5,0.0,0,2,2.5
Lakeside,2026-03-23,9,2,1,1,0.0,0,3,0.33
Lakeside,2026-03-23,10,7,6,6,1.0,0,3,2.0
Lakeside,2026-03-23,11,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-23,13,3,2,2,0.0,0,3,0.67
Lakeside,2026-03-23,14,7,7,7,1.29,0,3,2.33
Lakeside,2026-03-23,15,7,7,5,0.0,2,3,2.33
Lakeside,2026-03-23,16,6,6,6,0.0,0,3,2.0
Lakeside,2026-03-24,8,4,3,2,0.0,1,2,1.5
Lakeside,2026-03-24,9,7,7,7,0.86,0,3,2.33
Lakeside,2026-03-24,10,5,4,4,1.0,0,3,1.33
Lakeside,2026-03-24,11,5,5,4,0.0,1,3,1.67
Lakeside,2026-03-24,12,4,4,3,0.0,1,3,1.33
Lakeside,2026-03-24,13,2,2,2,0.0,0,3,0.67
Lakeside,2026-03-24,14,4,3,3,0.0,0,3,1.0
Lakeside,2026-03-24,15,12,12,11,2.27,1,3,4.0
Lakeside,2026-03-24,16,4,4,4,0.25,0,3,1.33
Lakeside,2026-03-25,8,2,0,0,,0,2,0.0
Lakeside,2026-03-25,9,4,4,4,0.0,0,3,1.33
Lakeside,2026-03-25,10,5,4,4,0.0,0,3,1.33
Lakeside,2026-03-25,11,5,5,5,3.2,0,3,1.67
Lakeside,2026-03-25,12,1,1,1,0.0,0,3,0.33
Lakeside,2026-03-25,13,4,4,4,0.0,0,3,1.33
Lakeside,2026-03-25,14,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-25,15,6,6,6,0.0,0,3,2.0
Lakeside,2026-03-25,16,5,5,5,0.2,0,3,1.67
Lakeside,2026-03-26,8,1,1,0,,1,2,0.5
Lakeside,2026-03-26,9,8,7,6,0.0,1,3,2.33
Lakeside,2026-03-26,10,6,6,6,1.5,0,3,2.0
Lakeside,2026-03-26,11,3,3,3,2.33,0,3,1.0
Lakeside,2026-03-26,12,1,1,1,0.0,0,3,0.33
Lakeside,2026-03-26,13,1,1,1,0.0,0,3,0.33
Lakeside,2026-03-26,14,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-26,15,11,10,10,5.7,0,3,3.33
Lakeside,2026-03-26,16,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-27,8,2,2,2,0.0,0,2,1.0
Lakeside,2026-03-27,9,6,6,6,0.0,0,3,2.0
Lakeside,2026-03-27,10,2,2,2,0.0,0,3,0.67
Lakeside,2026-03-27,11,2,2,2,0.0,0,3,0.67
Lakeside,2026-03-27,12,2,2,2,0.0,0,3,0.67
Lakeside,2026-03-27,13,1,1,1,0.0,0,3,0.33
Lakeside,2026-03-27,14,5,5,5,0.6,0,3,1.67
Lakeside,2026-03-27,15,7,7,7,0.57,0,3,2.33
Lakeside,2026-03-27,16,2,1,1,4.0,0,3,0.33
Lakeside,2026-03-28,8,3,2,2,0.0,0,2,1.0
Lakeside,2026-03-28,9,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-28,10,2,2,2,0.0,0,3,0.67
Lakeside,2026-03-28,11,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-28,12,2,2,2,0.0,0,3,0.67
Lakeside,2026-03-30,8,1,1,1,0.0,0,2,0.5
Lakeside,2026-03-30,9,4,4,4,0.0,0,3,1.33
Lakeside,2026-03-30,10,5,5,5,0.0,0,3,1.67
Lakeside,2026-03-30,11,5,5,5,0.0,0,3,1.67
Lakeside,2026-03-30,12,2,2,2,0.0,0,3,0.67
Lakeside,2026-03-30,13,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-30,14,5,5,5,0.0,0,3,1.67
Lakeside,2026-03-30,15,1,0,0,,0,3,0.0
Lakeside,2026-03-30,16,6,3,3,0.0,0,3,1.0
Lakeside,2026-03-31,9,6,5,5,0.0,0,3,1.67
Lakeside,2026-03-31,10,6,4,4,0.0,0,3,1.33
Lakeside,2026-03-31,11,2,2,2,0.0,0,3,0.67
Lakeside,2026-03-31,12,1,1,1,0.0,0,3,0.33
Lakeside,2026-03-31,13,3,3,3,0.0,0,3,1.0
Lakeside,2026-03-31,14,7,6,5,0.0,1,3,2.0
Lakeside,2026-03-31,15,4,3,3,0.0,0,3,1.0
Lakeside,2026-03-31,16,3,3,3,0.0,0,3,1.0
Lakeside,2026-04-01,8,3,2,2,0.0,0,2,1.0
Lakeside,2026-04-01,9,7,7,7,1.57,0,3,2.33
Lakeside,2026-04-01,10,5,5,5,0.0,0,3,1.67
Lakeside,2026-04-01,11,4,4,4,0.0,0,3,1.33
Lakeside,2026-04-01,12,3,3,3,0.0,0,3,1.0
Lakeside,2026-04-01,13,4,4,4,0.0,0,3,1.33
Lakeside,2026-04-01,14,3,3,3,0.0,0,3,1.0
Lakeside,2026-04-01,15,1,1,1,0.0,0,3,0.33
Lakeside,2026-04-01,16,2,2,2,0.0,0,3,0.67
Lakeside,2026-04-02,8,5,4,4,0.0,0,2,2.0
Lakeside,2026-04-02,9,2,2,2,0.0,0,3,0.67
Lakeside,2026-04-02,10,6,6,6,1.0,0,3,2.0
Lakeside,2026-04-02,11,2,2,2,0.0,0,3,0.67
Lakeside,2026-04-02,12,2,2,2,0.0,0,3,0.67
Lakeside,2026-04-02,14,1,1,1,0.0,0,3,0.33
Lakeside,2026-04-02,15,7,7,7,1.57,0,3,2.33
Lakeside,2026-04-02,16,5,5,4,0.0,1,3,1.67
Lakeside,2026-04-03,9,8,8,7,0.0,1,3,2.67
Lakeside,2026-04-03,10,5,5,5,0.6,0,3,1.67
Lakeside,2026-04-03,11,8,8,8,1.5,0,3,2.67
Lakeside,2026-04-03,12,3,3,2,0.0,1,3,1.0
Lakeside,2026-04-03,13,3,3,3,0.0,0,3,1.0
Lakeside,2026-04-03,14,4,3,3,0.0,0,3,1.0
Lakeside,2026-04-03,15,7,6,6,0.0,0,3,2.0
Lakeside,2026-04-03,16,4,3,3,0.0,0,3,1.0
